,id,priceLabel,name,brandId,brandName,imageLink,desc,vendor,print,material,cashmere
4275,451146090,49.5,Michael Kors Woven Silk Tie (X-Long),391,Michael Kors,http://bim.shopstyle.com/pim/43/5a/435a199459dd25c68c3f4107f62cead2_best.jpg,"A neat zigzag design offers classic geometric style to an American-made tie cut from pure silk. <ul> <li>3 1/2"" width; 62"" length (size X-Long).</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Michael Kors; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4277,454823260,85.0,Ted Baker London Woven Silk Tie,2098,Ted Baker,http://bim.shopstyle.com/pim/36/e9/36e94471fcfb68e0f481e0b3bb1b95b4_best.jpg,"A handsome floral grid defines a bold tie cut from pure silk. <ul> <li>3 1/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Ted Baker London; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4278,454823262,155.0,Canali Geometric Woven Silk Tie,891,Canali,http://bim.shopstyle.com/pim/02/73/0273d67559d83b2588537dd743d0d093_best.jpg,"Canali's guiding principle that true elegance lies in the details is evident in the expert construction of a richly colored tie cut from Italian silk and distinguished with a geometric floral-medallion pattern. <ul> <li>3 1/2"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Canali; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4279,454823274,49.5,Michael Kors Woven Silk Tie,391,Michael Kors,http://bim.shopstyle.com/pim/4d/89/4d894a77c1457c33a496c97038742864_best.jpg,"Modernized plaid marks a sharp tie cut from pure silk. <ul> <li>3 1/4"" width; 59"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Michael Kors; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_plaid,_silk,False
4281,455424365,155.0,Canali Stripe Woven Silk Tie,891,Canali,http://bim.shopstyle.com/pim/d3/8a/d38a5b4fa30af2223d076d5f4564ece3_best.jpg,"Lustrous stripes texture a charming Italian tie cut from pure silk. <ul> <li>3 1/2"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Canali; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_striped,_silk,False
4282,455977278,160.0,Lanvin Woven Silk Tie,1487,Lanvin,http://bim.shopstyle.com/pim/3d/fc/3dfcf2adf412fb52d3501ff5baff4767_best.jpg,"Gradient stripes and zigzag detail updates a modern tie crafted in France from pure silk. <ul> <li>3 3/4"" width; 57"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Lanvin; made in France.</li> <li>Men's Designer.</li> </ul>",Nordstrom,_striped,_silk,False
4283,457516778,56.98,John Varvatos Star USA Woven Silk Tie,1385,John Varvatos,http://bim.shopstyle.com/pim/ed/8c/ed8cea92f2be93e8ed5525d1bf250cdf_best.jpg,A sharp grid marks a handsome tie cut from pure silk. <ul> <li>100% silk.</li> <li>Dry clean.</li> <li>By John Varvatos Star USA; made in the USA.</li> <li>Men's Furnishings.</li> </ul>,Nordstrom,unknown,_silk,False
4284,457771191,49.5,Nordstrom Woven Silk Tie,427,Nordstrom,http://bim.shopstyle.com/pim/61/2c/612c424a6f42aceee2143b056b7ab4cc_best.jpg,"A tight geometric motif defines a sharp tie cut from pure silk. <ul> <li>3 1/4"" width; 58"" length (size Regular).</li> <li>3 1/2"" width; 63"" length (size XLong).</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Nordstrom; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4287,461717910,95.0,Peter Millar Woven Silk Tie,8408,Peter Millar,http://bim.shopstyle.com/pim/44/30/44301dff55ae11618fa745397c112ed2_best.jpg,"Vibrant hues enliven the grid design of a clean-cut tie crafted from pure silk. <ul> <li>3 1/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Peter Millar; imported.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4288,462836627,29.5,C2 by Calibrate 'Voltage' Silk Blend Tie (Boys),0,,http://bim.shopstyle.com/pim/b6/79/b679a999821a7ce7d70b37c86bceac7e_best.jpg,"A finely textured silk blend shapes a handsome skinny tie with a hint of sheen for a modern look. <ul> <li>1 3/4"" width; 48 1/2"" length.</li> <li>78% silk, 22% nylon.</li> <li>Dry clean.</li> <li>By C2 by Calibrate; imported.</li> <li>Kids' Wear.</li> </ul>",Nordstrom,unknown,_silk,False
4289,464063137,205.0,Ermenegildo Zegna Woven Silk Tie,1139,Ermenegildo Zegna,http://bim.shopstyle.com/pim/2b/e0/2be0a929c5d7c410188311fdae6cfada_best.jpg,"Blocky stripes pattern a rich tie cut from pure silk. <ul> <li>3 1/4"" regular width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Ermenegildo Zegna; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_striped,_silk,False
4290,464063147,75.0,J.Z. Richards Woven Silk Tie,0,,http://bim.shopstyle.com/pim/40/5a/405acbca1de4381dfd0687774efe7b2b_best.jpg,"Set off your formal attire with this pure silk tie patterned in a brilliant floral grid. Each tie is handcrafted in Boulder, Colorado, and the ties' interlinings are individually cut on a perfect 45-degree bias, so your tie will always hang symmetrically. <ul> <li>3 1/4"" width; 57 1/2"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By J.Z. Richards; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4291,464064439,98.0,Bonobos Woven Silk Tie,15791,Bonobos,http://bim.shopstyle.com/pim/12/eb/12eb2c58d933772e8e9a50ae30e8684d_best.jpg,"A colorful geometric motif marks a sharp tie cut from pure silk. <ul> <li>3"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Bonobos; made in the USA of imported fabric.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4292,464445980,49.5,Michael Kors Woven Silk Tie,391,Michael Kors,http://bim.shopstyle.com/pim/54/15/5415db7838d9afdba317054236ed3dcc_best.jpg,"A grid of squares texture a sharp tie made in America from pure silk. <ul> <li>3 1/2"" width; 57"" regular length; 64"" x-long length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Michael Kors; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4293,464668366,49.5,Nordstrom Woven Silk Tie,427,Nordstrom,http://bim.shopstyle.com/pim/45/75/4575edf10baf777591e634776efbf6ce_best.jpg,"Make yourself the focal point in a sharp pin dot tie woven in America from pure silk. <ul> <li>3 1/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Nordstrom; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4294,464668387,190.0,Salvatore Ferragamo Fish Print Silk Tie,1948,Salvatore Ferragamo,http://bim.shopstyle.com/pim/71/6f/716f7d279e5d622ad7178c73e67dc254_best.jpg,"Friendly fish pattern a charming novelty tie cut from pure silk. <ul> <li>3"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Salvatore Ferragamo; made in Italy.</li> </ul>",Nordstrom,unknown,_silk,False
4295,465860051,49.5,Michael Kors Woven Silk Tie,391,Michael Kors,http://bim.shopstyle.com/pim/67/24/67247ae17069a34d603a8caba3d82d02_best.jpg,"A tight geometric grid defines a sharp tie cut from pure silk. <ul> <li>3 1/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Michael Kors; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4296,466021442,49.5,Nordstrom Woven Silk Tie,427,Nordstrom,http://bim.shopstyle.com/pim/44/32/4432adedc829945fb50093a9bfcea070_best.jpg,"A tight geometric motif defines a sharp tie cut from pure silk. <ul> <li>3 1/4"" width; 58"" length (size Regular).</li> <li>3 1/2"" width; 63"" length (size XLong).</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Nordstrom; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4297,429547970,85.0,Vineyard Vines 'Bonefish' Silk Tie,2211,Vineyard Vines,http://bim.shopstyle.com/pim/8c/be/8cbe9721ec6aa08c929bbe28c24167cf_best.jpg,"Bonefish surge across a silk tie handmade in the USA. <ul> <li>3 1/2"" width; 58"" length.</li> <li>Silk; dry clean.</li> <li>By Vineyard Vines; made in the USA of imported fabric.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4298,441244025,85.0,Vineyard Vines Chicago Bears Print Tie,2211,Vineyard Vines,http://bim.shopstyle.com/pim/0c/92/0c925a5c2c0334053895c9beaa7e228d_best.jpg,"Bring some team spirit to the office with a fun print tie cut from pure silk. <ul> <li>3 1/2"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Vineyard Vines; made in the USA of imported fabric.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_print,_silk,False
4299,442782166,49.5,Calibrate Woven Silk Tie,0,,http://bim.shopstyle.com/pim/d9/bb/d9bb0c377aacae7aebaed14e5864277d_best.jpg,"Smooth silk fashions a sleek, skinny tie. <ul> <li>2 1/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Calibrate; imported.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4300,443051225,49.5,Nordstrom Woven Silk Tie,427,Nordstrom,http://bim.shopstyle.com/pim/4f/95/4f95dbb5d386db8559be4b9c06f2b93c_best.jpg,"Get back to the basics with a textured tie crafted from pure silk in the USA. <ul> <li>3 1/4” regular width; 58” length.</li> <li>3 3/4"" x-long width; 63"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Nordstrom; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4301,447636121,29.5,1901 Silk Bow Tie,0,,http://bim.shopstyle.com/pim/f0/5e/f05eb75b86eea36e196c4098b90922c5_best.jpg,Sharp gingham checks pattern a handsome bow tie cut from pure silk. <ul> <li>100% silk.</li> <li>Dry clean.</li> <li>By 1901; imported.</li> <li>Men's Furnishings.</li> </ul>,Nordstrom,unknown,_silk,False
4302,454126123,49.5,John W. Nordstrom® Silk Bow Tie,1386,John W. Nordstrom,http://bim.shopstyle.com/pim/13/4e/134e9070b040dcae70a9977f231ccc2d_best.jpg,"Step up your formal wear with a silk bow tie featuring a handsome geometric pattern. <ul> <li>2 1/2"" bow width.</li> <li>Untied; adjustable.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By John W. Nordstrom; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4303,454823337,49.5,Nordstrom Woven Silk Tie,427,Nordstrom,http://bim.shopstyle.com/pim/c9/cd/c9cd3647441ddfd9d17295d070bdbeea_best.jpg,"Bold paisley defines a well-made tie cut from pure silk. <ul> <li>3 1/2"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Nordstrom; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_paisley,_silk,False
4305,454823710,49.5,John W. Nordstrom® Silk Bow Tie,1386,John W. Nordstrom,http://bim.shopstyle.com/pim/ea/61/ea61ae84970385e7e3e4538ffd4c1e3a_best.jpg,"A regimented grid patterns a well-textured bow tie cut from pure silk. <ul> <li>2 1/2"" bow width.</li> <li>Untied; adjustable.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By John W. Nordstrom; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4306,456923483,75.0,J.Z. Richards Printed Silk Tie,0,,http://bim.shopstyle.com/pim/8d/a7/8da7229751a53bc36722ea73ab463e9b_best.jpg,"A floral medallion grid adds rich color to an eye-catching tie cut from pure silk. Each tie is handcrafted in Boulder, Colorado, and the ties' interlinings are individually cut on a perfect 45-degree bias, so your tie will always hang symmetrically. <ul> <li>3 1/4"" width; 56 1/2"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By J.Z. Richards; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4307,457596844,155.0,Yves Saint Laurent Beauty Yves Saint Laurent Woven Silk Tie,2263,Yves Saint Laurent,http://bim.shopstyle.com/pim/6a/20/6a20d0f3ac7f3c2388a24ab807c575ce_best.jpg,"A fine leopard motif textures a French-crafted tie woven from lustrous silk. <ul> <li>2 3/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Yves Saint Laurent; made in France.</li> <li>Men's Designer.</li> </ul>",Nordstrom,unknown,_silk,False
4311,460179841,125.0,Eton Woven Silk Tie,5382,Eton,http://bim.shopstyle.com/pim/e3/45/e345e7e5134c8901d307dfdb1c49da8d_best.jpg,"Ultrafine pin dots update an elegant tie crafted in Italy from vibrant, lustrous silk. <ul> <li>3"" width; 57"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Eton; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4313,464064469,95.0,John Varvatos Star USA Woven Silk Tie,1385,John Varvatos,http://bim.shopstyle.com/pim/65/ac/65ac938661d382521cc7b94b73c9472d_best.jpg,"Woven with a contemporary houndstooth pattern, a lustrous, American-made tie is crafted from pure Italian silk. <ul> <li>3 1/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By John Varvatos Star USA; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4314,464064470,75.0,J.Z. Richards Woven Silk Tie,0,,http://bim.shopstyle.com/pim/35/24/3524e8ca4d4ab75b0265a73f74f75341_best.jpg,"A sharp floral grid defines a richly colored tie cut from pure silk. Each tie is handcrafted in Boulder, Colorado, and the ties' interlinings are individually cut on a perfect 45-degree bias, so your tie will always hang symmetrically. <ul> <li>3 1/4"" width; 57"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By J.Z. Richards; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4315,464064507,75.0,J.Z. Richards Woven Silk Tie,0,,http://bim.shopstyle.com/pim/b9/fa/b9faaa93af0374be9ff5f8ed0d5446b7_best.jpg,"Bold diagonal stripes brighten a dapper tie cut from pure silk. Each tie is handcrafted in Boulder, Colorado, and the ties' interlinings are individually cut on a perfect 45-degree bias, so your tie will always hang symmetrically. <ul> <li>3 1/4"" width; 57 1/2"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By J.Z. Richards; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_striped,_silk,False
4316,464668404,49.5,Michael Kors Woven Silk Tie,391,Michael Kors,http://bim.shopstyle.com/pim/03/6e/036e77e95772ca7b9b57d3cc11e643ce_best.jpg,"Sleek stripes touch up a well-textured tie cut from pure silk. <ul> <li>3 1/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Michael Kors; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_striped,_silk,False
4317,465301638,165.0,Burberry London 'Rohan' Woven Silk Tie,870,Burberry,http://bim.shopstyle.com/pim/8f/c3/8fc349ae6c02043dcee4ec03e97632d5_best.jpg,"Textured checks pattern a sharp tie crafted in Italy from pure silk. <ul> <li>2 3/4"" width; 58"" length.</li> <li>Dry clean.</li> <li>100% silk.</li> <li>By Burberry; made in Italy.</li> <li>Men's Designer.</li> </ul>",Nordstrom,unknown,_silk,False
4319,465933164,139.0,Gitman Woven Silk Tie,0,,http://bim.shopstyle.com/pim/b0/78/b0785a987fada63776d0e71704a8b95d_best.jpg,"Tonal stripes subtly refine a crisp, American-made tie cut from pure silk. <ul> <li>3"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Gitman; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_striped,_silk,False
4320,465933166,49.5,Michael Kors Woven Silk Tie,391,Michael Kors,http://bim.shopstyle.com/pim/15/e2/15e2d196a7d84cf04004152fd22b7f0d_best.jpg,"Smooth color refines a handsome tie woven from pure silk. <ul> <li>Regular: approx. width: 3 1/4""; length: 58 1/2"".</li> <li>X-Long: approx. width: 3 1/4""; length: 64"".</li> <li>100% silk; dry clean.</li> <li>By Michael Kors; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4321,465933173,39.5,1901 'Sucre' Woven Silk Tie,0,,http://bim.shopstyle.com/pim/d7/70/d77044c698ed6710b2b07f2279050d15_best.jpg,"Textured dots and floral medallions update a sharp tie cut from pure silk. <ul> <li>2 1/2"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By 1901; imported.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4322,451148721,49.5,Calibrate Woven Silk Tie,0,,http://bim.shopstyle.com/pim/18/e9/18e9446b709386a16be5e9ae054254f7_best.jpg,"Clean-cut stripes detail a fine tie shaped from pure silk. <ul> <li>2 1/2"" width; 57"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Calibrate; imported.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_striped,_silk,False
4324,452349062,150.0,rag & bone 'Toucan' Woven Silk Tie,3856,Rag and Bone,http://bim.shopstyle.com/pim/44/75/4475ee551649f7e4ef9bb098941711f1_best.jpg,"A fleet of toucans perch on an eye-catching tie cut from pure silk. <ul> <li>2 1/2"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By rag & bone; made in the USA.</li> <li>Men's Designer.</li> </ul>",Nordstrom,unknown,_silk,False
4325,454824113,49.5,Michael Kors Woven Silk Tie,391,Michael Kors,http://bim.shopstyle.com/pim/22/89/228906ee98016c9371f58463c21fcbc9_best.jpg,"A sharp grid adds texture to a modern tie cut from pure silk. <ul> <li>3 1/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Michael Kors; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4326,454824126,49.5,Nordstrom Woven Silk Tie,427,Nordstrom,http://bim.shopstyle.com/pim/bd/06/bd0633ca561e26fb1ca667ed484c51a8_best.jpg,"Sharp checks pattern a well-colored tie cut from pure silk. <ul> <li>3 1/2"" width; 59"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Nordstrom; imported.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4327,455424793,155.0,Canali Geometric Woven Silk Tie,891,Canali,http://bim.shopstyle.com/pim/39/a8/39a83ce05e25c16318630a17759c733d_best.jpg,"Meticulous contrast stitching highlights a geometric silk tie crafted in Italy. <ul> <li>3 1/2"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Canali; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4328,457288393,49.5,Nordstrom Woven Silk Tie,427,Nordstrom,http://bim.shopstyle.com/pim/16/cc/16cc2dcc54c72ce2236ff49158544c79_best.jpg,"Intricate floral embroidery textures an elegant silk tie. <ul> <li>3 1/4"" regular width; 58"" length.</li> <li>3 1/2"" x-long width; 63 1/2"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Nordstrom; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4329,457815424,49.5,Nordstrom Woven Silk Tie,427,Nordstrom,http://bim.shopstyle.com/pim/39/bf/39bf1681a32e458f239fb3cb1bf3cbd9_best.jpg,"Fine medallions mark a classic tie cut from pure silk. <ul> <li>3 1/4"" width; 57 1/2"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Nordstrom; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4330,459272550,75.0,J.Z. Richards Woven Silk Tie,0,,http://bim.shopstyle.com/pim/99/84/9984392ce4caa2fd1503a4ae4ce50939_best.jpg,"Handsome, antique-inspired medallions define a rich tie cut from pure silk. Each tie is handcrafted in Boulder, Colorado, and the ties' interlinings are individually cut on a perfect 45-degree bias, so your tie will always hang symmetrically. <ul> <li>3 1/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By J.Z. Richards; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4331,459383316,49.5,Nordstrom Solid Satin Silk Tie,427,Nordstrom,http://bim.shopstyle.com/pim/73/72/7372ef46b922ef7453f2346172dd9932_best.jpg,"A clean, classic silk-spun tie provides a dashing finish for your formal ensemble. <ul> <li>3 1/2"" regular width; 58"" length.</li> <li>3 1/4"" x-long width; 63"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Nordstrom; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4332,459601362,115.0,David Donahue Woven Silk Tie,1041,David Donahue,http://bim.shopstyle.com/pim/a2/95/a2953edd4ba7642af4101f851236f255_best.jpg,"A vintage medallion grid coats a bold tie cut from pure silk. <ul> <li>3 1/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By David Donahue; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4333,459601364,155.0,Canali Woven Silk Tie,891,Canali,http://bim.shopstyle.com/pim/f3/f8/f3f8ee85622722fc23a001871d36398e_best.jpg,"A handsome geometric grid stamps a rich tie cut from pure silk. <ul> <li>3 1/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Canali; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4334,460179854,125.0,Eton Woven Silk Tie,5382,Eton,http://bim.shopstyle.com/pim/50/88/5088a8ccf8e321b406c62d2916358a44_best.jpg,"Tonal squares lend subtle texture to an elegant tie crafted in Italy from pure silk. <ul> <li>3"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Eton; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4335,461123430,205.0,Ermenegildo Zegna Woven Silk Tie,1139,Ermenegildo Zegna,http://bim.shopstyle.com/pim/a7/25/a72577a358265b549f3cc2975ee8f112_best.jpg,"Exceptional paisley defines a handsome tie cut from pure silk. <ul> <li>3 1/2"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Ermenegildo Zegna; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_paisley,_silk,False
4336,461648921,155.0,Canali Woven Silk Tie,891,Canali,http://bim.shopstyle.com/pim/f6/4c/f64c737e8b02d788960da5bff8808086_best.jpg,"Textured stripes and vivid colors elevate a smart Italian tie cut from pure silk. <ul> <li>3 1/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Canali; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_striped,_silk,False
4337,461935300,205.0,Ermenegildo Zegna Woven Silk Tie,1139,Ermenegildo Zegna,http://bim.shopstyle.com/pim/16/03/160336e0b48360d93a2a7d92e2013a08_best.jpg,"Sharp floral medallions mark a sleek tie cut from pure silk. <ul> <li>3 1/2"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Ermenegildo Zegna; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4338,462436982,205.0,Ermenegildo Zegna Woven Silk Tie,1139,Ermenegildo Zegna,http://bim.shopstyle.com/pim/25/a2/25a2ef9a82fcf3a76aa749cd6a39a50a_best.jpg,"Rich, intricate paisley marks a tapestry-inspired tie cut from pure silk. <ul> <li>3 1/2"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Ermenegildo Zegna; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_paisley,_silk,False
4339,462836683,205.0,Ermenegildo Zegna Woven Silk Tie,1139,Ermenegildo Zegna,http://bim.shopstyle.com/pim/fa/d0/fad0a7d1917a9481ecdd176358b47062_best.jpg,"An iridescent geometric motif defines a lustrous tie cut from pure silk. <ul> <li>3 1/2"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Ermenegildo Zegna; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4340,463458980,95.0,HUGO Woven Silk Tie,1291,HUGO,http://bim.shopstyle.com/pim/b0/43/b0432b7bdd21619529125ab550f12c83_best.jpg,"A subtle tonal pattern adds a hint of geometric interest to a modern tie woven from pure silk. <ul> <li>2 1/4"" width; 58 1/2"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Hugo Boss; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4341,463458981,85.0,Vineyard Vines 'Boston Red Sox - MLB' Woven Silk Tie,2211,Vineyard Vines,http://bim.shopstyle.com/pim/c5/c3/c5c314cd934d50ee025e6e5c8321651e_best.jpg,"Even though it's the off-season, spring training is just around the corner. Show everyone in the office you support the Sox in a handsome tie cut from pure silk. <ul> <li>3 1/2"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Vineyard Vines; made in the USA of imported materials.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4342,463458999,85.0,Vineyard Vines 'Jacksonville Jaguars - NFL' Woven Silk Tie,2211,Vineyard Vines,http://bim.shopstyle.com/pim/e9/e2/e9e2b1a119e7fcbcad8429373a8520f9_best.jpg,"A handsome silk tie patterned with Jags logos looks great at the office on game day, the day after a win or even the day after a loss (if you're a real fan). <ul> <li>3 1/2"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Vineyard Vines; made in the USA of imported materials.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4343,464065442,205.0,Ermenegildo Zegna Woven Silk Tie (X-Long),1139,Ermenegildo Zegna,http://bim.shopstyle.com/pim/a8/0c/a80c9dd23168023e5244596e8aa69ccb_best.jpg,"A sharp geometric grid marks a lustrous tie cut from pure silk. <ul> <li>3 3/4"" x-long width; 63"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Ermenegildo Zegna; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4344,464065469,79.5,J.Z. Richards Woven Silk Tie,0,,http://bim.shopstyle.com/pim/ce/83/ce83aeca3e310e3db3d2c052ec67015f_best.jpg,"Rich floral medallions mark a handsome tie cut from pure silk. Each tie is handcrafted in Boulder, Colorado, and the ties' interlinings are individually cut on a perfect 45-degree bias, so your tie will always hang symmetrically. <ul> <li>3 1/4"" width; 57"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By J.Z. Richards; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
4345,464450433,49.5,Calibrate Woven Silk Tie,0,,http://bim.shopstyle.com/pim/08/8f/088ff7a43b67d959304c549f84f32e37_best.jpg,"Tonal stripes slant across a slim tie cut from pure silk. <ul> <li>2 1/2"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Calibrate; imported.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_striped,_silk,False
